X1	X2	X3	X4
CD8+ Tem	Noverstern	CD8+ Effector Memory, sample 2	CD8+ Effector Memory, sample 2
CD8+ Tem	Noverstern	CD8+ Effector Memory, sample 3	CD8+ Effector Memory, sample 3
CD8+ Tem	Noverstern	CD8+ Effector Memory, sample 4	CD8+ Effector Memory, sample 4
CD8+ Tem	Noverstern	CD8+ Effector Memory, sample 5	CD8+ Effector Memory, sample 5
CD8+ Tem	Noverstern	CD8+ Effector Memory, sample 6	CD8+ Effector Memory, sample 6
CD8+ Tem	Mabbott	Hs.116:T_cell:CD8+_effector_memory:r1	Hs.116:T_cell:CD8+_effector_memory:r1
CD8+ Tem	Mabbott	Hs.116:T_cell:CD8+_effector_memory:r2	Hs.116:T_cell:CD8+_effector_memory:r2
CD8+ Tem	Mabbott	Hs.116:T_cell:CD8+_effector_memory:r3	Hs.116:T_cell:CD8+_effector_memory:r3
CD8+ Tem	Mabbott	Hs.116:T_cell:CD8+_effector_memory:r4	Hs.116:T_cell:CD8+_effector_memory:r4
MPP	Blueprint	hematopoietic multipotent progenitor cell	hematopoietic multipotent progenitor cell
MPP	Fantom5	tpm.Multipotent%20Cord%20Blood%20Unrestricted%20Somatic%20Stem%20Cells%2c%20donor1.CNhs11350.11549-120C1	tpm.Multipotent%20Cord%20Blood%20Unrestricted%20Somatic%20Stem%20Cells%2c%20donor1.CNhs11350.11549-120C1
MPP	Fantom5	ttpm.Multipotent%20Cord%20Blood%20Unrestricted%20Somatic%20Stem%20Cells%2c%20donor2.CNhs12105.11629-122B9	ttpm.Multipotent%20Cord%20Blood%20Unrestricted%20Somatic%20Stem%20Cells%2c%20donor2.CNhs12105.11629-122B9
MSC	Encode	mesenchymal stem cell of Wharton's jelly	mesenchymal stem cell of Wharton's jelly
MSC	Encode	mesenchymal stem cell of the bone marrow	mesenchymal stem cell of the bone marrow
MSC	Encode	mesenchymal stem cell of adipose	mesenchymal stem cell of adipose
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20Vertebral%2c%20donor1.CNhs10846.11219-116B4	tpm.Mesenchymal%20Stem%20Cells%20-%20Vertebral%2c%20donor1.CNhs10846.11219-116B4
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20Wharton%27s%20Jelly%2c%20donor1.CNhs11057.11548-120B9	tpm.Mesenchymal%20Stem%20Cells%20-%20Wharton%27s%20Jelly%2c%20donor1.CNhs11057.11548-120B9
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20adipose%2c%20donor1.CNhs11345.11537-120A7	tpm.Mesenchymal%20Stem%20Cells%20-%20adipose%2c%20donor1.CNhs11345.11537-120A7
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20adipose%2c%20donor2.CNhs12101.11617-122A6	tpm.Mesenchymal%20Stem%20Cells%20-%20adipose%2c%20donor2.CNhs12101.11617-122A6
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20adipose%2c%20donor3.CNhs12922.11698-123A6	tpm.Mesenchymal%20Stem%20Cells%20-%20adipose%2c%20donor3.CNhs12922.11698-123A6
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20amniotic%20membrane%2c%20donor1.CNhs11349.11547-120B8	tpm.Mesenchymal%20Stem%20Cells%20-%20amniotic%20membrane%2c%20donor1.CNhs11349.11547-120B8
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20amniotic%20membrane%2c%20donor2.CNhs12104.11627-122B7	tpm.Mesenchymal%20Stem%20Cells%20-%20amniotic%20membrane%2c%20donor2.CNhs12104.11627-122B7
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20bone%20marrow%2c%20donor1.CNhs11344.11536-120A6	tpm.Mesenchymal%20Stem%20Cells%20-%20bone%20marrow%2c%20donor1.CNhs11344.11536-120A6
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20bone%20marrow%2c%20donor2.CNhs12100.11616-122A5	tpm.Mesenchymal%20Stem%20Cells%20-%20bone%20marrow%2c%20donor2.CNhs12100.11616-122A5
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20bone%20marrow%2c%20donor3.CNhs12126.11697-123A5	tpm.Mesenchymal%20Stem%20Cells%20-%20bone%20marrow%2c%20donor3.CNhs12126.11697-123A5
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20bone%20marrow%2c%20donor4.CNhs11316.11464-119B6	tpm.Mesenchymal%20Stem%20Cells%20-%20bone%20marrow%2c%20donor4.CNhs11316.11464-119B6
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20hepatic%2c%20donor1.CNhs11346.11538-120A8	tpm.Mesenchymal%20Stem%20Cells%20-%20hepatic%2c%20donor1.CNhs11346.11538-120A8
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20hepatic%2c%20donor2.CNhs12730.11618-122A7	tpm.Mesenchymal%20Stem%20Cells%20-%20hepatic%2c%20donor2.CNhs12730.11618-122A7
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20umbilical%2c%20donor1.CNhs11347.11539-120A9	tpm.Mesenchymal%20Stem%20Cells%20-%20umbilical%2c%20donor1.CNhs11347.11539-120A9
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20umbilical%2c%20donor2.CNhs12102.11619-122A8	tpm.Mesenchymal%20Stem%20Cells%20-%20umbilical%2c%20donor2.CNhs12102.11619-122A8
MSC	Fantom5	tpm.Mesenchymal%20Stem%20Cells%20-%20umbilical%2c%20donor3.CNhs12127.11700-123A8	tpm.Mesenchymal%20Stem%20Cells%20-%20umbilical%2c%20donor3.CNhs12127.11700-123A8
MSC	Fantom5	tpm.Mesenchymal%20stem%20cells%20-%20adipose%2c%20donor0.CNhs10844.11217-116B2	tpm.Mesenchymal%20stem%20cells%20-%20adipose%2c%20donor0.CNhs10844.11217-116B2
MSC	Fantom5	tpm.Mesenchymal%20stem%20cells%20-%20hepatic%2c%20donor0.CNhs10845.11218-116B3	tpm.Mesenchymal%20stem%20cells%20-%20hepatic%2c%20donor0.CNhs10845.11218-116B3
MSC	Fantom5	tpm.Mesenchymal%20stem%20cells%20-%20umbilical%2c%20donor0.CNhs12492.11214-116A8	tpm.Mesenchymal%20stem%20cells%20-%20umbilical%2c%20donor0.CNhs12492.11214-116A8
